DateTime,Open,High,Low,Close
20220120 12:00:00.000,2.01103,2.01321,2.00526,2.01153
20220121 00:00:00.000,2.01081,2.02278,2.01056,2.02027
20220121 12:00:00.000,2.02026,2.02128,2.01283,2.01774
20220124 00:00:00.000,2.01531,2.02073,2.01503,2.01663
20220124 12:00:00.000,2.01662,2.01895,2.01222,2.01272
20220125 00:00:00.000,2.01125,2.02075,2.00865,2.01802
20220125 12:00:00.000,2.01790,2.02330,2.01493,2.01901
20220126 00:00:00.000,2.01675,2.02239,2.01617,2.01917
20220126 12:00:00.000,2.01912,2.02528,2.01541,2.02394
20220127 00:00:00.000,2.02178,2.03475,2.02140,2.02649
20220127 12:00:00.000,2.02666,2.03563,2.01949,2.03207
20220128 00:00:00.000,2.03183,2.04056,2.02762,2.04054
20220128 12:00:00.000,2.04058,2.04987,2.03982,2.04541
20220131 00:00:00.000,2.04412,2.04809,2.03270,2.04289
20220131 12:00:00.000,2.04289,2.04593,2.03631,2.04369
20220201 00:00:00.000,2.04340,2.04709,2.04019,2.04668
20220201 12:00:00.000,2.04668,2.04803,2.03431,2.03621
20220202 00:00:00.000,2.03511,2.04199,2.03361,2.03829
20220202 12:00:00.000,2.03820,2.04756,2.03809,2.04596
20220203 00:00:00.000,2.04490,2.05180,2.04044,2.04306
20220203 12:00:00.000,2.04312,2.05315,2.03590,2.04012
20220204 00:00:00.000,2.04021,2.04445,2.03593,2.04129
20220204 12:00:00.000,2.04129,2.05265,2.03785,2.04415
20220207 00:00:00.000,2.04401,2.04832,2.03985,2.04090
20220207 12:00:00.000,2.04089,2.04441,2.03781,2.03953
20220208 00:00:00.000,2.03865,2.04053,2.03376,2.03842
20220208 12:00:00.000,2.03841,2.04381,2.03652,2.03700
20220209 00:00:00.000,2.03650,2.03998,2.03456,2.03545
20220209 12:00:00.000,2.03546,2.03593,2.02184,2.02491
20220210 00:00:00.000,2.02392,2.02849,2.02281,2.02848
20220210 12:00:00.000,2.02844,2.03479,2.02311,2.03060
20220211 00:00:00.000,2.03060,2.04010,2.02899,2.03869
20220211 12:00:00.000,2.03867,2.04229,2.02956,2.03862
20220214 00:00:00.000,2.03872,2.04733,2.03801,2.04502
20220214 12:00:00.000,2.04500,2.04888,2.04047,2.04441
20220215 00:00:00.000,2.04356,2.04783,2.03926,2.04352
20220215 12:00:00.000,2.04352,2.04774,2.03695,2.03913
20220216 00:00:00.000,2.03555,2.04102,2.03553,2.03892
20220216 12:00:00.000,2.03892,2.04251,2.03155,2.03278
20220217 00:00:00.000,2.03071,2.03550,2.02611,2.03059
20220217 12:00:00.000,2.03055,2.03626,2.02720,2.03412
20220218 00:00:00.000,2.03341,2.03557,2.02512,2.02641
20220218 12:00:00.000,2.02648,2.03162,2.02440,2.02864
20220221 00:00:00.000,2.02743,2.03336,2.02548,2.02762
20220221 12:00:00.000,2.02762,2.02967,2.02123,2.02852
20220222 00:00:00.000,2.02849,2.03261,2.02029,2.02255
20220222 12:00:00.000,2.02255,2.02255,2.00893,2.01723
20220223 00:00:00.000,2.01428,2.01785,2.00002,2.00061
20220223 12:00:00.000,2.00096,2.00518,1.99595,1.99960
20220224 00:00:00.000,1.99850,2.01252,1.99776,2.00327
20220224 12:00:00.000,2.00331,2.00942,1.99541,1.99748
20220225 00:00:00.000,1.99606,2.00304,1.99340,1.99341
20220225 12:00:00.000,1.99338,1.99462,1.98412,1.98696
20220228 00:00:00.000,1.98837,2.00016,1.98724,1.99146
20220228 12:00:00.000,1.99145,1.99268,1.97833,1.97962
20220301 00:00:00.000,1.98103,1.98628,1.97656,1.98036
20220301 12:00:00.000,1.98036,1.98284,1.96637,1.97160
20220302 00:00:00.000,1.97057,1.97321,1.96185,1.96776
20220302 12:00:00.000,1.96775,1.97543,1.96666,1.97425
20220303 00:00:00.000,1.97417,1.97881,1.97241,1.97449
20220303 12:00:00.000,1.97450,1.97517,1.96022,1.96232
20220304 00:00:00.000,1.96152,1.96792,1.94542,1.94782
20220304 12:00:00.000,1.94777,1.94788,1.92444,1.92776
20220307 00:00:00.000,1.92808,1.93187,1.90428,1.91284
20220307 12:00:00.000,1.91275,1.92558,1.90949,1.91929
20220308 00:00:00.000,1.91879,1.92750,1.91404,1.91956
20220308 12:00:00.000,1.91951,1.92694,1.91512,1.92477
20220309 00:00:00.000,1.92278,1.92853,1.91998,1.92218
20220309 12:00:00.000,1.92219,1.92803,1.91923,1.92662
20220310 00:00:00.000,1.92488,1.93130,1.91969,1.92131
20220310 12:00:00.000,1.92130,1.92412,1.90429,1.90542
20220311 00:00:00.000,1.90333,1.91257,1.90333,1.91111
20220311 12:00:00.000,1.91104,1.91706,1.90979,1.91472
20220314 00:00:00.000,1.91499,1.92397,1.91407,1.91816
20220314 12:00:00.000,1.91816,1.92845,1.91559,1.92571
20220315 00:00:00.000,1.92632,1.93642,1.92471,1.93288
20220315 12:00:00.000,1.93277,1.93328,1.91914,1.92480
20220316 00:00:00.000,1.92529,1.93401,1.92188,1.92395
20220316 12:00:00.000,1.92396,1.92728,1.91855,1.92274
20220317 00:00:00.000,1.92329,1.92628,1.92042,1.92359
20220317 12:00:00.000,1.92349,1.92927,1.90768,1.91025
20220318 00:00:00.000,1.91009,1.91210,1.90520,1.90829
20220318 12:00:00.000,1.90829,1.91030,1.90517,1.90712
20220321 00:00:00.000,1.90862,1.91021,1.90181,1.90734
20220321 12:00:00.000,1.90730,1.91606,1.90596,1.91120
20220322 00:00:00.000,1.91176,1.91450,1.90602,1.90610
20220322 12:00:00.000,1.90612,1.91016,1.90091,1.90436
20220323 00:00:00.000,1.90424,1.91097,1.89997,1.90055
20220323 12:00:00.000,1.90051,1.90102,1.88936,1.89269
20220324 00:00:00.000,1.89308,1.89936,1.89212,1.89639
20220324 12:00:00.000,1.89642,1.89974,1.89170,1.89280
20220325 00:00:00.000,1.89320,1.89617,1.89105,1.89113
20220325 12:00:00.000,1.89116,1.89898,1.88876,1.89309
20220328 00:00:00.000,1.89170,1.89681,1.89054,1.89453
20220328 12:00:00.000,1.89453,1.89947,1.89167,1.89822
20220329 00:00:00.000,1.89616,1.90139,1.89471,1.89815
20220329 12:00:00.000,1.89821,1.91039,1.88489,1.88731
20220330 00:00:00.000,1.88680,1.88829,1.88039,1.88392
20220330 12:00:00.000,1.88391,1.88750,1.88006,1.88217
20220331 00:00:00.000,1.88112,1.89254,1.88001,1.89173
20220331 12:00:00.000,1.89178,1.89583,1.88858,1.89451
20220401 00:00:00.000,1.89291,1.89941,1.89082,1.89259
20220401 12:00:00.000,1.89260,1.89806,1.88810,1.89337
20220404 00:00:00.000,1.89228,1.89724,1.89021,1.89234
20220404 12:00:00.000,1.89237,1.89401,1.88201,1.88633
20220405 00:00:00.000,1.88520,1.88881,1.87177,1.87181
20220405 12:00:00.000,1.87183,1.88453,1.87070,1.88173
20220406 00:00:00.000,1.88056,1.88424,1.87582,1.88275
20220406 12:00:00.000,1.88280,1.89221,1.87852,1.88869
20220407 00:00:00.000,1.88612,1.89860,1.88400,1.89550
20220407 12:00:00.000,1.89549,1.89797,1.89172,1.89689
20220408 00:00:00.000,1.89320,1.90226,1.89264,1.90151
20220408 12:00:00.000,1.90151,1.90551,1.89834,1.90252
20220411 00:00:00.000,1.89857,1.90939,1.89857,1.90649
20220411 12:00:00.000,1.90649,1.90982,1.90269,1.90782
20220412 00:00:00.000,1.90685,1.91133,1.90271,1.90289
20220412 12:00:00.000,1.90289,1.90437,1.89172,1.89685
20220413 00:00:00.000,1.89511,1.91688,1.88452,1.91603
20220413 12:00:00.000,1.91600,1.93234,1.91420,1.92918
20220414 00:00:00.000,1.92880,1.93059,1.92278,1.92686
20220414 12:00:00.000,1.92686,1.92851,1.91850,1.92648
20220415 00:00:00.000,1.92518,1.93107,1.92145,1.92582
20220415 12:00:00.000,1.92538,1.93111,1.92224,1.93037
20220418 00:00:00.000,1.92537,1.93637,1.92467,1.93261
20220418 12:00:00.000,1.93263,1.93703,1.93145,1.93250
20220419 00:00:00.000,1.93230,1.93410,1.92500,1.92750
20220419 12:00:00.000,1.92749,1.93457,1.92743,1.92961
20220420 00:00:00.000,1.92960,1.93200,1.91828,1.91974
20220420 12:00:00.000,1.91974,1.92478,1.91450,1.91856
20220421 00:00:00.000,1.91590,1.93130,1.91519,1.92078
20220421 12:00:00.000,1.92081,1.93717,1.92020,1.93425
20220422 00:00:00.000,1.93434,1.94685,1.92896,1.93048
20220422 12:00:00.000,1.93052,1.93929,1.92645,1.93364
20220425 00:00:00.000,1.93188,1.94326,1.92346,1.92638
20220425 12:00:00.000,1.92637,1.93166,1.92324,1.92334
20220426 00:00:00.000,1.92341,1.92647,1.91778,1.91794
20220426 12:00:00.000,1.91794,1.91938,1.91185,1.91528
20220427 00:00:00.000,1.91517,1.91723,1.90782,1.90827
20220427 12:00:00.000,1.90827,1.91971,1.90772,1.91693
20220428 00:00:00.000,1.91528,1.93189,1.91328,1.92425
20220428 12:00:00.000,1.92425,1.92693,1.91641,1.91965
20220429 00:00:00.000,1.91793,1.92588,1.91565,1.92423
20220429 12:00:00.000,1.92436,1.94952,1.91982,1.94724
20220502 00:00:00.000,1.94572,1.95543,1.94441,1.95092
20220502 12:00:00.000,1.95097,1.95282,1.93956,1.94057
20220503 00:00:00.000,1.94050,1.95382,1.93520,1.95227
20220503 12:00:00.000,1.95238,1.95239,1.93961,1.94108
20220504 00:00:00.000,1.93907,1.94493,1.93500,1.93974
20220504 12:00:00.000,1.93973,1.94240,1.92441,1.93009
20220505 00:00:00.000,1.93065,1.93065,1.91859,1.92522
20220505 12:00:00.000,1.92520,1.93163,1.90345,1.92249
20220506 00:00:00.000,1.92290,1.92731,1.91872,1.92323
20220506 12:00:00.000,1.92324,1.92577,1.91349,1.92432
20220509 00:00:00.000,1.92422,1.93891,1.92349,1.93438
20220509 12:00:00.000,1.93440,1.95057,1.93371,1.95001
20220510 00:00:00.000,1.94822,1.96176,1.94661,1.94881
20220510 12:00:00.000,1.94892,1.96086,1.94628,1.95691
20220511 00:00:00.000,1.95674,1.95945,1.94876,1.95126
20220511 12:00:00.000,1.95124,1.95491,1.94122,1.94546
20220512 00:00:00.000,1.94464,1.95546,1.94109,1.95173
20220512 12:00:00.000,1.95180,1.95942,1.95047,1.95665
20220513 00:00:00.000,1.95661,1.95712,1.95205,1.95367
20220513 12:00:00.000,1.95366,1.95700,1.94752,1.94926
20220516 00:00:00.000,1.94846,1.96469,1.94792,1.95012
20220516 12:00:00.000,1.95021,1.95511,1.94650,1.95189
20220517 00:00:00.000,1.95150,1.96136,1.94687,1.95900
20220517 12:00:00.000,1.95903,1.96716,1.95565,1.96352
20220518 00:00:00.000,1.96214,1.96562,1.94825,1.94876
20220518 12:00:00.000,1.94876,1.96203,1.94843,1.95989
20220519 00:00:00.000,1.95917,1.96243,1.95060,1.95628
20220519 12:00:00.000,1.95625,1.95664,1.94733,1.95328
20220520 00:00:00.000,1.95233,1.95482,1.94658,1.94800
20220520 12:00:00.000,1.94794,1.95603,1.94610,1.94848
20220523 00:00:00.000,1.94831,1.94902,1.93977,1.94293
20220523 12:00:00.000,1.94291,1.94717,1.93801,1.94542
20220524 00:00:00.000,1.94470,1.95546,1.93779,1.94297
20220524 12:00:00.000,1.94297,1.94702,1.93782,1.93941
20220525 00:00:00.000,1.93940,1.94740,1.92457,1.93514
20220525 12:00:00.000,1.93515,1.94362,1.93135,1.94153
20220526 00:00:00.000,1.94090,1.94665,1.93954,1.94179
20220526 12:00:00.000,1.94183,1.94903,1.94054,1.94481
20220527 00:00:00.000,1.94131,1.94894,1.93261,1.93394
20220527 12:00:00.000,1.93399,1.93702,1.92874,1.93144
20220530 00:00:00.000,1.93233,1.93541,1.92822,1.92976
20220530 12:00:00.000,1.92975,1.93368,1.92776,1.92831
20220531 00:00:00.000,1.92696,1.93445,1.92567,1.93298
20220531 12:00:00.000,1.93299,1.93775,1.93116,1.93322
20220601 00:00:00.000,1.93355,1.94162,1.93121,1.93415
20220601 12:00:00.000,1.93412,1.93677,1.91998,1.92471
20220602 00:00:00.000,1.92420,1.93006,1.92371,1.92830
20220602 12:00:00.000,1.92831,1.92992,1.91535,1.91681
20220603 00:00:00.000,1.91653,1.91947,1.91407,1.91804
20220603 12:00:00.000,1.91809,1.92382,1.91792,1.91877
20220606 00:00:00.000,1.91862,1.92512,1.91760,1.92338
20220606 12:00:00.000,1.92338,1.93262,1.92035,1.93001
20220607 00:00:00.000,1.92935,1.94025,1.92681,1.93606
20220607 12:00:00.000,1.93605,1.94662,1.93531,1.93882
20220608 00:00:00.000,1.93750,1.94758,1.93750,1.94407
20220608 12:00:00.000,1.94408,1.94551,1.93791,1.94372
20220609 00:00:00.000,1.94434,1.94779,1.93887,1.94062
20220609 12:00:00.000,1.94063,1.96002,1.94013,1.95705
20220610 00:00:00.000,1.95531,1.95755,1.93931,1.94228
20220610 12:00:00.000,1.94228,1.94593,1.93379,1.93703
20220613 00:00:00.000,1.93837,1.94102,1.93060,1.93583
20220613 12:00:00.000,1.93583,1.94222,1.93349,1.93682
20220614 00:00:00.000,1.93652,1.94542,1.93301,1.94064
20220614 12:00:00.000,1.94067,1.94208,1.92522,1.92926
20220615 00:00:00.000,1.92847,1.93802,1.92724,1.93730
20220615 12:00:00.000,1.93730,1.93853,1.92868,1.93678
20220616 00:00:00.000,1.93510,1.94171,1.92909,1.93381
20220616 12:00:00.000,1.93381,1.95113,1.92484,1.94091
20220617 00:00:00.000,1.94079,1.94767,1.93643,1.94471
20220617 12:00:00.000,1.94473,1.94617,1.93425,1.93432
20220620 00:00:00.000,1.93678,1.93698,1.92568,1.92907
20220620 12:00:00.000,1.92915,1.93562,1.92425,1.93322
20220621 00:00:00.000,1.93168,1.93869,1.93129,1.93468
20220621 12:00:00.000,1.93475,1.94056,1.93259,1.93794
20220622 00:00:00.000,1.93502,1.95582,1.93494,1.95523
20220622 12:00:00.000,1.95524,1.96289,1.94872,1.94880
20220623 00:00:00.000,1.95000,1.95835,1.94521,1.95067
20220623 12:00:00.000,1.95067,1.95364,1.94633,1.94979
20220624 00:00:00.000,1.95126,1.95341,1.94634,1.94840
20220624 12:00:00.000,1.94840,1.95298,1.94039,1.94312
20220627 00:00:00.000,1.94073,1.95239,1.94073,1.94757
20220627 12:00:00.000,1.94758,1.95043,1.94339,1.94602
20220628 00:00:00.000,1.94562,1.95214,1.94406,1.94893
20220628 12:00:00.000,1.94896,1.95300,1.94603,1.95279
20220629 00:00:00.000,1.95098,1.95789,1.94932,1.95629
20220629 12:00:00.000,1.95623,1.95944,1.94619,1.94761
20220630 00:00:00.000,1.94751,1.95567,1.94485,1.94819
20220630 12:00:00.000,1.94819,1.95597,1.94428,1.94955
20220701 00:00:00.000,1.95001,1.96330,1.94574,1.95841
20220701 12:00:00.000,1.95842,1.96119,1.93962,1.94802
20220704 00:00:00.000,1.94970,1.95171,1.94113,1.94553
20220704 12:00:00.000,1.94554,1.95282,1.93939,1.94811
20220705 00:00:00.000,1.94825,1.95805,1.94482,1.95544
20220705 12:00:00.000,1.95542,1.95619,1.93621,1.93742
20220706 00:00:00.000,1.93651,1.94025,1.93389,1.93656
20220706 12:00:00.000,1.93655,1.94167,1.92268,1.93765
20220707 00:00:00.000,1.93712,1.93963,1.93076,1.93566
20220707 12:00:00.000,1.93566,1.94763,1.93381,1.94573
20220708 00:00:00.000,1.94521,1.94951,1.93789,1.93938
20220708 12:00:00.000,1.93939,1.95230,1.93762,1.94292
20220711 00:00:00.000,1.94341,1.94605,1.93918,1.94050
20220711 12:00:00.000,1.94053,1.95046,1.93778,1.94442
20220712 00:00:00.000,1.94451,1.94633,1.93492,1.93785
20220712 12:00:00.000,1.93780,1.94101,1.93209,1.93922
20220713 00:00:00.000,1.93724,1.94754,1.93462,1.93745
20220713 12:00:00.000,1.93746,1.94837,1.93505,1.93863
20220714 00:00:00.000,1.93911,1.94373,1.93341,1.94298
20220714 12:00:00.000,1.94304,1.94509,1.92873,1.93018
20220715 00:00:00.000,1.92663,1.93269,1.92546,1.92911
20220715 12:00:00.000,1.92910,1.93048,1.92132,1.92629
20220718 00:00:00.000,1.92739,1.93656,1.91886,1.93408
20220718 12:00:00.000,1.93404,1.94635,1.93382,1.94197
20220719 00:00:00.000,1.94083,1.94357,1.92770,1.92998
20220719 12:00:00.000,1.93002,1.93159,1.92537,1.92696
20220720 00:00:00.000,1.92739,1.92831,1.91791,1.92296
20220720 12:00:00.000,1.92296,1.92381,1.91355,1.92230
20220721 00:00:00.000,1.92053,1.92830,1.92027,1.92654
20220721 12:00:00.000,1.92655,1.93076,1.91787,1.91897
20220722 00:00:00.000,1.91770,1.92467,1.91248,1.91782
20220722 12:00:00.000,1.91780,1.92193,1.90649,1.92040
20220725 00:00:00.000,1.91625,1.92493,1.91413,1.92300
20220725 12:00:00.000,1.92297,1.92727,1.91835,1.92284
20220726 00:00:00.000,1.92143,1.92802,1.91975,1.92494
20220726 12:00:00.000,1.92493,1.93185,1.91949,1.93001
20220727 00:00:00.000,1.92879,1.93637,1.92601,1.93519
20220727 12:00:00.000,1.93518,1.94468,1.93338,1.94001
20220728 00:00:00.000,1.93908,1.94377,1.93543,1.93731
20220728 12:00:00.000,1.93730,1.93730,1.93055,1.93461
20220729 00:00:00.000,1.93380,1.93640,1.92918,1.93087
20220729 12:00:00.000,1.93082,1.94286,1.92979,1.93486
20220801 00:00:00.000,1.93473,1.93797,1.93018,1.93390
20220801 12:00:00.000,1.93389,1.93686,1.92846,1.93437
20220802 00:00:00.000,1.93371,1.94267,1.93112,1.94164
20220802 12:00:00.000,1.94164,1.94571,1.93879,1.94409
20220803 00:00:00.000,1.94411,1.95373,1.94109,1.94588
20220803 12:00:00.000,1.94588,1.95098,1.93455,1.93552
20220804 00:00:00.000,1.93372,1.93701,1.92873,1.93014
20220804 12:00:00.000,1.93014,1.93407,1.91486,1.92916
20220805 00:00:00.000,1.92865,1.93221,1.92703,1.92865
20220805 12:00:00.000,1.92865,1.93521,1.92672,1.93324
20220808 00:00:00.000,1.92876,1.93666,1.92864,1.93020
20220808 12:00:00.000,1.93020,1.93069,1.92081,1.92081
20220809 00:00:00.000,1.91951,1.92695,1.91842,1.92635
20220809 12:00:00.000,1.92634,1.92985,1.91952,1.91968
20220810 00:00:00.000,1.91832,1.92301,1.91674,1.91678
20220810 12:00:00.000,1.91677,1.92381,1.90201,1.90689
20220811 00:00:00.000,1.90772,1.90855,1.90204,1.90409
20220811 12:00:00.000,1.90418,1.90584,1.89320,1.89573
20220812 00:00:00.000,1.89390,1.89766,1.88568,1.88900
20220812 12:00:00.000,1.88895,1.88901,1.87711,1.87849
20220815 00:00:00.000,1.87942,1.89497,1.87912,1.89453
20220815 12:00:00.000,1.89459,1.90153,1.89234,1.89293
20220816 00:00:00.000,1.89171,1.90079,1.89056,1.89914
20220816 12:00:00.000,1.89912,1.91035,1.89902,1.90605
20220817 00:00:00.000,1.90461,1.91837,1.89745,1.91746
20220817 12:00:00.000,1.91746,1.92364,1.91553,1.91736
20220818 00:00:00.000,1.91464,1.92414,1.91404,1.92183
20220818 12:00:00.000,1.92176,1.92218,1.90314,1.90560
20220819 00:00:00.000,1.90420,1.91298,1.90322,1.91010
20220819 12:00:00.000,1.91009,1.91697,1.90381,1.91546
20220822 00:00:00.000,1.91334,1.91596,1.90183,1.90466
20220822 12:00:00.000,1.90458,1.91027,1.90139,1.90659
20220823 00:00:00.000,1.90611,1.90670,1.89756,1.90371
20220823 12:00:00.000,1.90371,1.90688,1.90009,1.90372
20220824 00:00:00.000,1.90323,1.91021,1.90000,1.90630
20220824 12:00:00.000,1.90631,1.90867,1.90239,1.90522
20220825 00:00:00.000,1.90391,1.90825,1.89526,1.89544
20220825 12:00:00.000,1.89543,1.90245,1.89495,1.90057
20220826 00:00:00.000,1.89901,1.90710,1.89709,1.90371
20220826 12:00:00.000,1.90372,1.91455,1.90239,1.91273
20220829 00:00:00.000,1.91407,1.91411,1.90323,1.90957
20220829 12:00:00.000,1.90957,1.91418,1.90100,1.90120
20220830 00:00:00.000,1.90061,1.90620,1.89596,1.89607
20220830 12:00:00.000,1.89607,1.90198,1.89476,1.90116
20220831 00:00:00.000,1.90061,1.90284,1.89561,1.89920
20220831 12:00:00.000,1.89921,1.90180,1.89258,1.89877
20220901 00:00:00.000,1.89340,1.90427,1.89340,1.89975
20220901 12:00:00.000,1.89974,1.90260,1.89270,1.89805
20220902 00:00:00.000,1.89810,1.90697,1.89359,1.89807
20220902 12:00:00.000,1.89815,1.90042,1.88011,1.88216
20220905 00:00:00.000,1.88520,1.88845,1.87999,1.88773
20220905 12:00:00.000,1.88773,1.89058,1.88475,1.88941
20220906 00:00:00.000,1.88705,1.90546,1.88650,1.90484
20220906 12:00:00.000,1.90484,1.90963,1.89966,1.90681
20220907 00:00:00.000,1.90616,1.91208,1.90312,1.90562
20220907 12:00:00.000,1.90569,1.90645,1.89574,1.89811
20220908 00:00:00.000,1.89570,1.90442,1.89373,1.90203
20220908 12:00:00.000,1.90203,1.90727,1.89737,1.89901
20220909 00:00:00.000,1.89801,1.89993,1.89172,1.89179
20220909 12:00:00.000,1.89171,1.89923,1.89034,1.89764
20220912 00:00:00.000,1.90754,1.90961,1.89670,1.90099
20220912 12:00:00.000,1.90098,1.90454,1.89899,1.90298
20220913 00:00:00.000,1.90061,1.91161,1.89868,1.90753
20220913 12:00:00.000,1.90751,1.92051,1.90335,1.91527
20220914 00:00:00.000,1.91570,1.92438,1.91279,1.92435
20220914 12:00:00.000,1.92433,1.93015,1.92122,1.92122
20220915 00:00:00.000,1.92041,1.92182,1.91576,1.91788
20220915 12:00:00.000,1.91785,1.92252,1.91402,1.92192
20220916 00:00:00.000,1.91951,1.92402,1.90824,1.91015
20220916 12:00:00.000,1.91014,1.91525,1.90461,1.90537
20220919 00:00:00.000,1.90290,1.91376,1.90282,1.91055
20220919 12:00:00.000,1.91055,1.92156,1.90971,1.91793
20220920 00:00:00.000,1.91591,1.93248,1.91400,1.93203
20220920 12:00:00.000,1.93206,1.93762,1.92725,1.93024
20220921 00:00:00.000,1.92621,1.93212,1.92249,1.92475
20220921 12:00:00.000,1.92484,1.93001,1.91797,1.92531
20220922 00:00:00.000,1.92050,1.93479,1.92050,1.92840
20220922 12:00:00.000,1.92840,1.93839,1.92377,1.92501
20220923 00:00:00.000,1.92431,1.92810,1.91844,1.92586
20220923 12:00:00.000,1.92585,1.93150,1.88617,1.88876
20220926 00:00:00.000,1.87804,1.88681,1.81371,1.87422
20220926 12:00:00.000,1.87421,1.90666,1.86789,1.89636
20220927 00:00:00.000,1.89474,1.90224,1.88645,1.89539
20220927 12:00:00.000,1.89542,1.90687,1.89117,1.90356
20220928 00:00:00.000,1.90150,1.91556,1.90028,1.90978
20220928 12:00:00.000,1.90986,1.92470,1.87804,1.89936
20220929 00:00:00.000,1.89790,1.90888,1.89286,1.90531
20220929 12:00:00.000,1.90531,1.94476,1.90205,1.94049
20220930 00:00:00.000,1.93940,1.96198,1.93768,1.95834
20220930 12:00:00.000,1.95835,1.99622,1.94226,1.99301
20221003 00:00:00.000,1.99059,1.99528,1.96956,1.98170
20221003 12:00:00.000,1.98170,1.98419,1.96962,1.97825
20221004 00:00:00.000,1.97693,1.98897,1.97421,1.98398
20221004 12:00:00.000,1.98396,2.00514,1.98171,2.00192
20221005 00:00:00.000,1.99980,2.00461,1.97368,1.99121
20221005 12:00:00.000,1.99129,1.99427,1.97056,1.97442
20221006 00:00:00.000,1.97031,1.97258,1.95505,1.97142
20221006 12:00:00.000,1.97135,1.98027,1.96452,1.97229
20221007 00:00:00.000,1.96851,1.98272,1.96531,1.97953
20221007 12:00:00.000,1.97952,1.98445,1.96975,1.97764
20221010 00:00:00.000,1.97649,1.98439,1.97191,1.97827
20221010 12:00:00.000,1.97827,1.99031,1.97507,1.98585
20221011 00:00:00.000,1.98381,1.99192,1.97894,1.98248
20221011 12:00:00.000,1.98248,1.98608,1.96190,1.96356
20221012 00:00:00.000,1.96321,1.97495,1.95735,1.97216
20221012 12:00:00.000,1.97269,1.98188,1.96998,1.97788
20221013 00:00:00.000,1.97642,1.97974,1.97316,1.97573
20221013 12:00:00.000,1.97586,2.02675,1.97530,2.00796
20221014 00:00:00.000,2.00645,2.00921,1.99122,2.00111
20221014 12:00:00.000,2.00112,2.01681,1.98676,2.00900
20221017 00:00:00.000,2.01468,2.02063,2.00959,2.01411
20221017 12:00:00.000,2.01411,2.03144,2.01127,2.01496
20221018 00:00:00.000,2.01306,2.01531,1.99015,1.99344
20221018 12:00:00.000,1.99332,2.00029,1.98082,1.99032
20221019 00:00:00.000,1.98633,1.99240,1.98047,1.98099
20221019 12:00:00.000,1.98083,1.98848,1.97584,1.97716
20221020 00:00:00.000,1.97670,1.99034,1.97547,1.97550
20221020 12:00:00.000,1.97550,1.98079,1.96472,1.97825
20221021 00:00:00.000,1.97581,1.98125,1.97047,1.97144
20221021 12:00:00.000,1.97144,1.97774,1.95576,1.96021
20221024 00:00:00.000,1.96789,1.98981,1.96273,1.98612
20221024 12:00:00.000,1.98616,1.99733,1.97981,1.98008
20221025 00:00:00.000,1.97905,1.98860,1.97285,1.98817
20221025 12:00:00.000,1.98816,1.99761,1.98569,1.99248
20221026 00:00:00.000,1.99134,1.99756,1.98536,1.99560
20221026 12:00:00.000,1.99560,1.99832,1.98679,1.99204
20221027 00:00:00.000,1.98844,1.99583,1.98070,1.98867
20221027 12:00:00.000,1.98863,1.99780,1.97659,1.98316
20221028 00:00:00.000,1.98340,1.98674,1.97142,1.98580
20221028 12:00:00.000,1.98578,2.00072,1.98536,1.99624
20221031 00:00:00.000,1.99741,2.00022,1.98573,1.98813
20221031 12:00:00.000,1.98813,1.99241,1.97036,1.97221
20221101 00:00:00.000,1.97213,1.97272,1.96102,1.96253
20221101 12:00:00.000,1.96253,1.97137,1.95686,1.96150
20221102 00:00:00.000,1.96445,1.96897,1.95138,1.95299
20221102 12:00:00.000,1.95295,1.96192,1.94556,1.95512
20221103 00:00:00.000,1.95464,1.96149,1.94610,1.95107
20221103 12:00:00.000,1.95106,1.95867,1.92825,1.93246
20221104 00:00:00.000,1.93257,1.94134,1.92464,1.92685
20221104 12:00:00.000,1.92688,1.92946,1.91252,1.91680
20221107 00:00:00.000,1.92168,1.93510,1.91872,1.93322
20221107 12:00:00.000,1.93317,1.94409,1.93028,1.93753
20221108 00:00:00.000,1.93785,1.94276,1.93295,1.93540
20221108 12:00:00.000,1.93539,1.93813,1.92783,1.93669
20221109 00:00:00.000,1.93658,1.94481,1.93497,1.93805
20221109 12:00:00.000,1.93804,1.94278,1.92499,1.92930
20221110 00:00:00.000,1.92848,1.94454,1.92711,1.93958
20221110 12:00:00.000,1.93958,1.95139,1.93393,1.94237
20221111 00:00:00.000,1.94121,1.94615,1.93828,1.94201
20221111 12:00:00.000,1.94205,1.94728,1.92631,1.93289
20221114 00:00:00.000,1.93717,1.93956,1.92851,1.93954
20221114 12:00:00.000,1.93943,1.94109,1.92005,1.92841
20221115 00:00:00.000,1.92598,1.93034,1.91920,1.92161
20221115 12:00:00.000,1.92161,1.94435,1.91993,1.92685
20221116 00:00:00.000,1.92451,1.93121,1.92095,1.92254
20221116 12:00:00.000,1.92255,1.93860,1.91835,1.93745
20221117 00:00:00.000,1.93787,1.94154,1.93499,1.94092
20221117 12:00:00.000,1.94092,1.94690,1.93255,1.93585
20221118 00:00:00.000,1.93453,1.93716,1.92659,1.93203
20221118 12:00:00.000,1.93203,1.93569,1.92150,1.93168
20221121 00:00:00.000,1.92929,1.93295,1.92598,1.93254
20221121 12:00:00.000,1.93255,1.93895,1.92793,1.93717
20221122 00:00:00.000,1.93355,1.93938,1.92620,1.92891
20221122 12:00:00.000,1.92891,1.93520,1.92632,1.93111
